,deterministic_objs,deterministic_time,Surrogate_0_objs,Surrogate_0_times,Surrogate_0_deltas,Surrogate_0_inst,Surrogate_0_acc,Surrogate_1_objs,Surrogate_1_times,Surrogate_1_deltas,Surrogate_1_inst,Surrogate_1_acc,Surrogate_2_objs,Surrogate_2_times,Surrogate_2_deltas,Surrogate_2_inst,Surrogate_2_acc
0,219498.50465025438,233.9717493057251,216846.3683403257,0.5126206874847412,0.01208270787153913,17.306770369714588,59.85966513532365,219013.5528648178,1.6024048328399658,0.0022093625931954,10.74071315992416,36.50190115114076,220696.13729377242,39.530126333236694,-0.005456222334754982,13.973598810550651,48.90247316026729
1,194631.6417892613,297.12277603149414,194600.3874610282,0.09362578392028809,0.00016058194826791523,16.87169939137581,50.658880162606216,193153.020010977,2.0100817680358887,0.007597026694587016,3.9722082895689876,12.121640849398956,193527.91258476343,4.94916844367981,0.005670862118570382,10.846706940030547,31.42004514053538
2,212235.61569217016,266.23649549484253,212300.35408183536,0.09588408470153809,-0.0003050307529868138,16.161457165204894,56.15949975711043,211955.3761784421,2.4211559295654297,0.0013204169941699742,6.336556389690519,12.62380704393973,211456.14265508176,1.6360859870910645,0.0036726778139771136,12.80550080286308,39.005822179027994
3,209443.86108873526,299.4262475967407,208074.19856675935,0.08916687965393066,0.006539520971663212,8.917902425596887,28.236113500728713,209895.32399067053,2.438596487045288,-0.0021555317954341986,6.7863758294001215,22.68151555682964,208602.13227636396,4.712625503540039,0.004018875549733479,8.688751527533206,27.82385268909002
4,202372.31319063404,307.18708395957947,200345.22692069368,0.49720239639282227,0.010016618567930572,10.096186219754127,32.97796471684509,200584.84950930526,0.3415811061859131,0.008832550526044513,9.212556070018788,30.862658387745196,200200.51613410114,3.546717882156372,0.01073169062650915,5.557354746999615,18.632360872204732
5,208115.96033260116,257.59489130973816,208987.6734298743,1.0821268558502197,-1.0,-1.0,-1.0,208172.61487835203,2.758497953414917,-0.00027222585745146017,10.438263459159048,27.54298637057851,209424.1772169024,1.6414616107940674,-0.006285999796510162,7.845296850516345,21.07654665652164
6,212386.63981699172,278.06667733192444,210753.10222331545,0.5391943454742432,0.007691338754094188,4.859421569123297,4.9747071120014805,212805.04442086944,13.433677434921265,-0.0019700137646993464,9.996586531150792,31.346872578646597,212157.68099000084,10.53235387802124,0.001078028388170619,8.653724975559618,28.770264541618126
7,205917.883099542,274.5730617046356,205139.21649906418,0.21270346641540527,0.003781442333988113,5.212234416131458,13.893962521105008,205090.0755119733,0.3246040344238281,0.004020085944495355,12.233247621679977,33.31137552881878,204988.19942997285,2.9349868297576904,0.00451482724848978,7.213299076156683,23.515391045247327
8,222314.81447626033,262.77048802375793,222898.32127230696,0.08615827560424805,-0.002624686966639081,13.076655541819632,44.47344630502113,223407.83763823097,0.2093524932861328,-0.004916555671495069,7.9608299599668095,25.329179957933356,222916.06887529805,132.07648229599,-0.002704517917324491,5.325357404760028,18.711807831034466
9,183369.9991107258,250.19746923446655,183599.49209346573,0.48828935623168945,-0.001251529606003626,18.497849397379063,46.36605610810815,183083.5160692812,3.197150468826294,0.0015623223146311969,11.57903066402499,27.831278450686412,183162.00929836818,38.67083024978638,0.0011342630384811256,9.430623678781526,23.256544555656124
10,210637.58387093464,259.88886427879333,209016.49173609383,0.16465091705322266,0.007696120061052913,19.66088323850082,65.7317034718314,211118.13485984455,0.5945076942443848,-0.002281411418032387,14.33980951402391,40.92283218653306,211355.4094501399,37.16603374481201,-0.0034078703620390176,15.610663523655088,48.369947767891205
11,180559.75117170307,257.2907226085663,179063.17264462842,0.8906242847442627,0.00828855000830992,10.15345048983499,22.451661610808358,179145.47017175678,0.3950819969177246,0.0078327589109346,11.550413663232538,26.431648144751517,180223.37262490118,4.05117654800415,0.0018629763533624486,11.810954326651634,26.843151101607294
12,199363.1991730446,264.4478509426117,195488.8962120628,0.10516119003295898,0.019433390801573896,5.123758953988215,16.899387316512087,198170.0081368229,5.674985408782959,0.005985011482415137,3.1906377863214472,9.767563749199317,198883.26554385124,5.521248817443848,0.0024073331045253105,3.1902344161383347,10.082021878585625
13,210835.01583230577,293.7608850002289,209297.92562641844,0.5529224872589111,0.00729048825129648,8.610087396969256,28.063181663828082,209572.13613841025,2.4336514472961426,0.005989895411395947,11.789563140118451,38.20206245264887,209886.73404777033,44.01382803916931,0.004497743322151428,7.331831304059498,20.65549214093228
14,206175.88548515673,285.80320739746094,202577.67386175122,0.1138148307800293,0.017452145845953265,4.240630206864471,12.486836595303162,205325.64318421512,1.739797592163086,0.004123868797463322,5.488781939124219,18.36528237517622,204743.10919239034,4.099175453186035,0.006949291326650014,4.875955144589646,11.392426352467432
15,202595.48301164617,278.6896321773529,200735.01308746217,0.12240052223205566,0.00918317573781766,3.7427262592206643,8.361613213556081,201109.61114482404,2.3928327560424805,0.00733418062798918,5.219464398143914,17.410471635611756,200511.43280297666,3.0882394313812256,0.0102867555470114,2.9052260804003076,10.054538030929821
16,202889.98045102577,279.7816045284271,200410.5540320171,0.3027229309082031,0.0122205463941437,2.511954269040427,7.996816349503361,202589.4794352367,1.0620219707489014,0.0014811032813008484,3.080393862963842,9.659937452378351,202038.2820655863,11.269353151321411,0.004197833641395858,6.115967567207272,21.399107357532603
17,208002.5019013298,281.7164077758789,204512.52596007398,0.14276719093322754,0.016778528668426048,16.439302877272617,54.57153234580654,207062.58592453622,0.5603556632995605,0.004518772458032412,12.646180133209647,42.29960369975812,207925.16467681376,4.250986814498901,0.00037180910714581,11.855230479869203,38.89620365623827
18,212160.38371047415,252.34303617477417,213347.3782495495,0.07589101791381836,-0.005594798229132142,15.616788501976647,54.221634445383025,210483.1497285302,1.6243069171905518,0.007905500322966977,6.2047640803678386,13.930484391788573,211531.0386302866,3.9088006019592285,0.002966364733985321,3.362045902482361,5.648723816465077
19,210472.59757789463,291.2691969871521,210852.62484917592,1.113485336303711,-0.0018055902557131778,9.55996114978435,32.38401993083797,210165.03501798928,1.6234855651855469,0.0014612950257884214,2.1440611144189594,7.11128515745167,210575.2900537548,34.48711585998535,-0.00048791375714444667,4.3090207694942775,10.35610786244892
