,deterministic_objs,deterministic_time,Surrogate_0_objs,Surrogate_0_times,Surrogate_0_deltas,Surrogate_0_inst,Surrogate_0_acc,Surrogate_1_objs,Surrogate_1_times,Surrogate_1_deltas,Surrogate_1_inst,Surrogate_1_acc,Surrogate_2_objs,Surrogate_2_times,Surrogate_2_deltas,Surrogate_2_inst,Surrogate_2_acc,Surrogate_3_objs,Surrogate_3_times,Surrogate_3_deltas,Surrogate_3_inst,Surrogate_3_acc,Surrogate_4_objs,Surrogate_4_times,Surrogate_4_deltas,Surrogate_4_inst,Surrogate_4_acc
0,217366.72179530823,744.5052397251129,216295.48807317903,0.5184178352355957,0.0049282324050411224,3.2217577634213477,5.783590598498935,216293.76883420843,2.035409688949585,0.004936141798698088,6.096124101840876,18.570388468520687,217280.5360887078,92.28597784042358,0.00039649908637620493,3.9547872685572463,13.717776188577588,216721.22373677796,496.64578199386597,0.002969626873878732,1.7189526926353746,1.647501201457191,216646.80011469673,10800.585257053375,0.0033120142525286927,-1,-1
1,200614.60754571122,739.9184761047363,196643.3807061371,0.13278985023498535,0.019795302486481422,12.809549819321825,28.164391456260514,197075.0100112184,0.4552009105682373,0.017643767708621604,5.962376465144554,21.30965252536013,200517.44775734522,31.348162174224854,0.0004843106369702479,7.949768109302296,26.832937182501418,200832.8286288102,172.438960313797,-0.0010877626797404095,7.255933402060053,25.758701125305574,-1.0,-1.0,-1.0,-1,-1
2,215449.07196979487,676.1623871326447,214636.6204203417,0.44596242904663086,0.003770967969484077,8.27948671341484,26.061463384831598,214846.29624490545,0.3035566806793213,0.002797764313294078,3.9348408132926442,12.323392904018641,214562.93944117258,2.80753755569458,0.004112955885679182,5.614659898506226,11.831752700994484,215725.90774635813,162.40641474723816,-0.0012849244326384448,5.826478999590203,18.439289645431618,-1.0,-1.0,-1.0,-1,-1
3,204682.60429978298,772.0512425899506,203357.47440813878,0.09430742263793945,0.006474071874243824,8.425708284253522,28.736486415332585,203081.5827369764,1.6318345069885254,0.007821971819655464,3.8880895503928508,13.933813205355868,204507.19770603743,12.015504837036133,0.0008569687411668879,3.715894698808916,10.731500616825256,203658.3473928994,2860.7255475521088,0.0050041228974370315,3.2506386311918205,11.550508796543594,-1.0,-1.0,-1.0,-1,-1
4,209053.45384455074,951.2507374286652,207290.33211981694,0.0884866714477539,0.008433832076483294,7.002945006558538,19.267524367314603,208341.5779458264,11.06324052810669,0.003405233855900203,9.358846718432492,30.29430835574748,208522.9946577604,6.621736764907837,0.0025374332594608963,6.792121124695792,23.901783262199107,209505.56566970432,6336.230982542038,-0.0021626613521045436,10.609610702775628,37.07558004253584,-1.0,-1.0,-1.0,-1,-1
5,219418.0440850368,710.1652617454529,218333.354784734599,1.0491132736206055,-1.0,-1.0,-1.0,218960.275733822,0.29948902130126953,0.0020862839841803596,4.3051780784440075,13.776994845791025,219710.56538306217,25.17380666732788,-0.0013331688341548477,4.037670880879445,3.2820270828004126,219632.73492431024,1716.5174357891083,-0.0009784557152931457,9.130423295210626,27.58746580852631,-1.0,-1.0,-1.0,-1,-1
6,209547.51916387683,756.4966490268707,210249.50575221385,0.7719428539276123,-0.0033500114491359493,5.42778671092422,10.635483367598654,208872.57691784986,2.624457359313965,0.003220950783479004,3.7112176573887394,12.700473256349987,208315.14175371377,4.670356750488281,0.0058811357685378905,3.3470105688455365,10.789377170369733,209176.76178818906,151.40123772621155,0.0017693236224754208,6.1950653134180715,21.531029257710397,-1.0,-1.0,-1.0,-1,-1
7,208701.5538305953,765.1602518558502,208384.14079039785,0.2290027141571045,0.0015208944752519717,8.523366095624363,29.262797471734515,206479.94321498007,0.28667330741882324,0.010644916507993693,3.124483505369507,6.771896873945696,207892.22350274588,21.663503646850586,0.00387793149113958,5.988483030610891,20.705240912288136,208266.8133980609,199.63612937927246,0.0020830723325005918,3.4144644273344045,11.290540008518027,-1.0,-1.0,-1.0,-1,-1
8,219118.98593142547,706.8900623321533,216133.5527598778,0.10820841789245605,0.013624712431272234,4.126931920018872,12.12166602674764,218097.87503220618,0.28156185150146484,0.004660074958264236,2.0705249657579774,5.92177259191702,218773.6214887406,2.6232354640960693,0.0015761502419190004,1.486659302029864,4.776525845797483,218643.30848464387,42.506144285202026,0.0021708636737232134,6.541314447939894,22.134833382362512,-1.0,-1.0,-1.0,-1,-1
9,204783.14946241415,717.4747576713562,201068.0438086696,0.10620951652526855,0.01814165698446009,7.9895827142366285,25.225095073173158,202637.84292041513,2.261870861053467,0.010475991543399742,4.5085774238402605,16.13796399797202,203704.88115423179,29.207202911376953,0.00526541520146055,4.861167025040876,16.56521924586919,203906.038620199,180.50324726104736,0.004283120190883401,4.44503184353437,15.813101794712326,-1.0,-1.0,-1.0,-1,-1
10,208574.6678419196,745.8015410900116,207087.185333147,0.08100104331970215,0.007131654693080852,8.162980991895038,26.505956881250672,209199.04710477643,1.7042672634124756,-0.0029935527133623002,5.891828823220442,20.180249704569825,208116.12920748905,27.532151699066162,0.002198438761403609,2.926025270084291,10.183667001496792,208015.60961895614,10800.128147363663,0.0026803745092725704,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1
11,215271.86208163665,751.5647370815277,212540.93365880282,0.07456636428833008,0.012685951598254785,13.269616366206485,44.2147329297902,214517.30000487773,2.1322057247161865,0.0035051588696378908,9.263788372029731,31.190232562172362,215099.9925672645,35.38402318954468,0.0007983835542192886,10.996093379954898,38.275088215067875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1
12,216175.02229463938,761.6313269138336,211953.08515252432,0.09692215919494629,0.01953018020907474,5.706596575764906,10.576635987015958,214232.8723252128,2.970414400100708,0.008984155286818844,4.395749844019683,10.078712108017768,216181.80445025244,3.467210531234741,-3.137344703876956e-05,6.540735573779695,21.244988962602424,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1
13,221167.79376441543,773.8295795917511,220703.57408913816,0.45282912254333496,0.002098947895513902,13.532641151643897,47.30422289551224,221679.13221350987,0.27672314643859863,-0.002311993262631694,8.278590652853001,24.532766436585668,221712.7662994993,1.452030897140503,-0.0024640682343847614,3.3238828024528084,6.827477359438306,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1
14,207945.71281126945,724.3267607688904,206106.0068173093,0.4912569522857666,0.00884704940096483,4.727003729464445,10.519732554223566,206688.53638974827,2.4182746410369873,0.006045695314056226,2.6824562213479397,8.883312835644329,207541.93005047305,4.7583253383636475,0.00194177006747367,5.306710993286472,12.259328074964678,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1
15,209788.93010689458,745.6151328086853,208866.49616475447,0.6518499851226807,0.004396961944894317,4.709607852699934,15.023519886217901,208766.573754955,3.1642343997955322,0.004873261670282878,5.99167943255486,19.64914792607244,209856.39681008313,6.403937339782715,-0.00032159324686088455,4.497185949504332,15.173942700735308,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1
