,deterministic,surrogate_1,surrogate_0,surrogate_2
0,202966.76355160796,205599.7053341695,203804.29890418507,204293.8906406075
1,187728.1843396569,190386.53419932502,188104.53286731892,189769.55610931476
2,197639.08897793342,200269.06526559836,198600.86236943695,198818.13411445243
3,202509.70508501196,205162.75626715797,203149.63554169456,204040.60164013374
4,184484.9263419063,187154.71828122926,184774.63997844068,186603.95363643745
5,236072.58464945137,219089.2227245494,233132.67919493426,217349.75113296133
6,191511.76511846794,194201.91870551393,191369.36331163172,194265.53517141426
7,190949.58966125757,193578.6467302345,192056.47654047285,191955.28936565737
8,182466.3889394219,185123.26283478725,183026.60145181447,184386.2083734388
9,201139.39144655544,203773.64424233523,202096.8904528888,202333.18879284407
10,195654.35443756622,198321.85372804524,195988.94858962827,197582.59637511286
11,420540.8753981676,398333.0311170096,473956.67765906325,388660.02206683473
12,187728.1843396569,190386.53419932502,188104.53286731892,189769.55610931476
13,203068.50746707653,205581.4738377487,203755.16477379308,204635.17744745087
14,201166.4975060923,203790.054804156,202501.7104920537,201929.48270351544
15,186049.454629476,188560.76305505692,186970.21397024358,187694.7824694128
16,190520.32017794554,193186.84619068203,190960.13744497346,192333.63921293322
17,175205.97414246795,177914.1197834939,174840.2288336183,178233.7456515006
18,199162.51868721127,201813.4173520754,199961.0587064705,200523.51976726623
19,462706.3068862896,437201.117004968,499206.8078728609,449185.33433004085
20,189787.36230933442,192287.88288256514,190873.93478804684,190998.3614662854
21,197777.03135062018,200252.25987779125,197731.63410783184,200084.26249414578
22,186119.62962530495,188790.07714068406,186629.0667536193,188071.84934252233
23,181653.14907445805,184324.13084904535,181832.85736004158,183851.4854003554
24,180965.13241081455,183640.6954300544,181232.5208663081,183293.46435120003
25,201732.66278599165,204398.24369648081,202082.5227867646,203612.06184413977
26,201757.3314039915,204419.02371969586,202152.91592858106,203533.84424924856
27,336688.9451776195,314951.855878115,366138.3608642885,303869.2312490416
28,171278.43491289308,173972.12226179783,171369.50547032338,173675.09595078524
29,191095.39539681672,193769.51940127753,191464.66121985635,193060.69361489208
30,203495.39180649933,204553.20127521642,206543.37777033405,202633.04467847245
31,189787.36230933442,192287.88288256514,190873.93478804684,190998.3614662854
32,182762.3395666275,185432.43882422836,183027.80985845122,184707.68475497887
33,185224.08418906346,187880.7178912824,185901.66973871275,186763.77285831672
34,190581.05888151343,193164.7885634966,189786.6439892696,193995.182324238
35,177631.61506269034,180357.9114639284,177015.35533832808,180829.62252973486
36,414940.2614518784,395794.01011990325,478701.31366503425,375965.42515847343
37,235001.39151093602,224996.5006085041,233908.84518335632,222521.36585015515
38,211477.870930619,206381.2846992007,206022.8904190249,207175.73094645856
39,188847.27162598493,191542.32926902204,188815.0230719918,191240.37496970402
40,516812.81172131107,492820.93339001527,566882.4453284709,495882.68453931564
41,189461.71283230057,192095.88581965864,190575.680548805,190441.92224574287
42,196973.71809349937,199623.98825885507,197702.6377843211,198689.4786538098
43,183553.6305507033,186226.90286971856,183883.77233802108,185729.88150581968
44,186624.6553883164,189303.4040609114,186692.1301870644,188956.8268516992
45,203770.98957426992,206406.7270926915,204744.92960288888,204848.3913596775
46,194684.36597134278,197369.99074680253,194746.60763664462,196907.81652731518
47,231950.87482709961,222541.18809303592,234923.1674681736,216061.39888157044
48,190711.95519838415,193389.77205207877,190795.36789919413,193010.12790441906
49,192385.22787994266,195055.07649770423,192732.93847635284,194192.10689939442
50,197498.3149244002,200153.00536863733,197911.73751430327,199386.0008656605
51,187563.63470336184,190032.93203383056,188965.9453939738,188511.79523529782
52,199068.0691805504,201744.7863618522,199256.1482105304,201191.08956797502
53,183941.5685354345,186565.54983079858,184967.96271781443,185236.74734719656
54,220201.52593842027,209733.5336373332,221495.91023272008,206701.78859403508
55,202966.76355160796,205599.7053341695,203804.29890418507,204293.8906406075
56,201171.83434500737,203814.53429613277,201921.9481204341,202622.46487577213
57,233707.98965190063,218713.73059263173,237911.85443415848,213429.92140854718
58,206631.72760593757,209157.57416788483,208399.88323666775,207368.22682214007
59,205415.68678833003,208059.86195557137,206325.61035916678,206629.6712592565
60,189714.2363184879,192424.02885700116,189238.67280785448,192576.70340634993
61,200690.97891861078,203336.36697888988,201648.15835601557,201866.4060956876
62,170274.83673078532,172999.92016397088,169580.80610301503,173640.30602233668
63,183941.5685354345,186565.54983079858,184967.96271781443,185236.74734719656
64,649996.5183128279,618828.443844255,712831.9161086914,617416.4959522217
65,188577.78775961156,191236.33733933725,189170.33599842878,190154.8265771807
66,206825.2717790389,205040.5120586509,209090.6796333342,203134.92296297307
67,179832.98333468777,182526.84324123757,179407.21110684285,182801.35704789733
68,282306.3943173756,267330.60747885064,310945.6631102572,257365.1952481075
69,184579.44667394803,187271.5004145646,184624.33787549572,186979.85962927702
70,178818.1151138175,181473.77865934692,179664.01214622532,180370.16892460015
71,186643.47150857488,189291.83549544407,187208.22957587842,188295.20292380103
72,238912.15175804895,224830.76082257883,237047.15458099236,222417.45456396387
73,649996.5183128279,618828.443844255,712831.9161086914,617416.4959522217
74,195288.6024736624,197974.64437341748,195264.9502401253,197576.2697927813
75,217658.08102053433,208254.696177139,217365.9119705588,205322.87377920686
76,210278.6929997518,208323.9468069675,208335.50554909656,207341.6653477724
77,190837.4598725561,193533.94901556792,190648.69406193608,193629.7967052884
78,190452.84490002014,193081.63861698814,191646.73285256187,191615.65386293887
79,166827.61401105172,169551.69911368508,166379.142095241,170134.6818555205
80,194042.16805251854,196726.593537856,194193.79198637613,196351.36707626784
81,201989.85955822625,204664.9461493428,202255.25868845754,204111.33484967105
82,211477.870930619,206381.2846992007,206022.8904190249,207175.73094645856
83,198176.096899045,200682.3572576627,199076.26649352527,199548.03756847908
84,181820.45192280906,184496.63549117406,181880.4689652262,184276.5622794754
85,185010.73407628338,187743.52987227336,184019.80178855883,188655.62571727295
86,219829.17695524433,211563.740552623,212339.34572727658,214743.44540668902
87,197172.69998313792,199828.86155678885,197862.04234878003,198588.05964049566
88,179937.8049059493,182627.65566687487,179765.67708218214,182695.44463808983
89,201868.37169270852,204437.1655042654,202457.02444748726,203483.29862421437
90,185713.94899961218,188371.5513256333,186338.2375327188,187529.5853144644
91,220141.917419628,211497.47553887224,217104.36237212355,212020.59954848385
92,189497.0002916074,192175.95210004304,189399.51340651623,192072.6194946075
93,205176.7253322593,207585.94509764528,207596.07173547597,205272.07068234275
94,191187.98750691127,193848.80890876707,191522.37372936754,193010.3215792378
95,203055.72162092378,205712.67820300642,203659.7142347591,204584.86056747334
96,199754.5716938067,202405.2760728967,200484.91559109764,201191.50746241002
97,192968.5789000612,195619.19224532318,193320.747260697,194943.59158731758
98,189624.74304198584,192322.67018193696,189218.34154747915,192603.69825234346
99,202745.37315459645,205366.52243502252,203910.99630174827,203565.75112871794
100,195730.24883251078,198358.3615834437,196712.3275296445,197001.27368735673
101,247708.10905771155,229984.95004537448,265291.74920310173,217398.4837255816
102,186651.66453667762,189346.48553121075,186627.33371797096,189036.26946926027
103,183635.0401368574,186352.4862880831,183210.11485504318,186522.86284644323
104,186178.81539789593,188852.7226243793,186264.02672351938,188476.65861563545
105,279539.98807473667,265280.16261711804,283598.3446650712,278538.123100779
106,177231.3398976311,179874.0276649218,178476.6370299902,178277.97957453754
107,190563.5324054333,193228.2601046961,190923.7631592416,192523.10605385262
108,175973.0477064216,178646.51693095113,176318.34217635385,178226.43518830845
109,199037.92015778908,201498.38707105478,199445.9306816507,200968.30166437247
110,190099.62606662986,192769.6266368103,190525.88197636767,192255.7836871465
111,186521.6798894106,189211.28918313593,186264.49426148654,189199.22085380973
112,170182.4607070742,172917.01101058588,169111.79628639345,173889.40291093782
113,198513.2250842093,201168.37129070715,199041.305052172,200477.2598635761
114,272452.8887561645,258954.51248760032,291980.75050450617,255420.86100300518
115,179412.35606627783,182132.08865629352,178849.77709308907,182470.51337821892
116,263238.67631428567,250863.9627788899,267020.61625306564,257224.0042935214
117,205085.96456343884,207729.98390392205,205909.70475056447,206352.6637553312
118,193913.07841478457,196572.6442522853,194368.69529488924,195825.43720945227
119,413809.62452736957,389270.4078417786,437435.79244339105,390463.76539815404
120,200093.95572345238,202755.12285645728,200339.12385628905,202078.59256381847
121,198632.9697183738,201291.44866607647,199106.1646272511,200407.97922918
122,196973.9687582117,199627.58461003058,197738.06015063892,198431.82229635195
123,184735.01963432741,187391.05211565777,185262.9620895937,186492.73467811185
124,231950.87482709961,222541.18809303592,234923.1674681736,216061.39888157044
125,185159.69812896528,187829.97533243644,185642.5049336131,186973.39228240412
126,191425.38371522896,194095.6173748456,191689.9129441232,193510.13570737623
127,211565.77923305362,207165.939425711,211253.96619304694,205808.20034714334
128,193913.07841478457,196572.6442522853,194368.69529488924,195825.43720945227
129,179856.50833380848,182530.13252368584,180156.4476458906,181834.81519408946
130,189069.52415166568,191709.23490692623,190033.51667090648,190223.32866549882
131,178056.61849174227,180787.9797742631,177340.47033241997,181662.96908571824
132,187145.25417666088,189648.15699532395,187992.65179872158,188624.79156870552
133,191373.09208160144,194058.57278528693,191496.41794416256,193601.16248556087
134,200012.83976390335,202685.74933809735,200165.43921734134,202169.1969501373
135,188854.10234119307,191550.70186807285,188874.90608197154,191520.9621673415
136,194820.8552997734,197492.87050197407,195050.14791700098,197029.5428115259
137,185791.74832080002,188485.8571243633,185701.83507214364,188394.14435808206
138,178975.78762973676,181535.5179657231,178955.5665902871,181762.18608432138
139,186150.85407362873,188782.56173792377,186928.69547329025,187723.78929084656
140,178818.1151138175,181473.77865934692,179664.01214622532,180370.16892460015
141,191388.16355669356,194080.32581657812,191443.00167932955,193947.1867095732
142,267197.3011435243,251716.89018460223,276090.02304505603,256159.2825196024
143,193710.02437821933,196372.50985479285,194229.1583647728,195327.3088019598
144,199651.78550342482,202282.6221839347,200618.09237908956,200799.15281439852
145,187346.2670260358,190027.3481155245,187309.67140580673,189755.80425674713
146,231606.38269919253,221350.49435765698,237350.621234048,211737.620293512
147,219419.23912388706,210189.71413912947,217457.4723748628,208760.41378239534
148,216905.6561828961,210057.72008895603,220466.59590339474,208288.92670586257
149,182722.41647559789,185409.15933662376,182593.7225631412,185383.40513445265
150,180983.79931224446,183676.73718965554,180759.93754460994,183669.673698535
151,195250.05605213108,197945.8540421227,194994.86485862848,197934.77905976475
152,195298.78382672803,197972.81248348166,195520.41186246078,197426.30871806166
153,189138.34938359522,191764.24133807246,190368.0671685215,190032.4000534257
154,191388.16355669356,194080.32581657812,191443.00167932955,193947.1867095732
155,188577.78775961156,191236.33733933725,189170.33599842878,190154.8265771807
156,181761.32034426875,184453.06045519054,181912.53824973362,184094.37847858336
157,170900.40966553963,173620.3288687488,170472.8500634424,174044.1292066373
158,193843.63145674992,196385.14977586735,194006.24569904176,196189.84898922994
159,200010.91872048282,202681.12035704133,200225.61132338716,202184.587947604
160,196613.2063276351,199277.66831378828,197220.44846095992,198224.7888415848
161,178975.78762973676,181535.5179657231,178955.5665902871,181762.18608432138
162,185647.27325592807,188273.3099810441,186860.1097758732,186471.48839376678
163,184562.8962928443,187246.85313340026,184594.27294476278,186858.88534678292
164,190859.85030899307,193516.08639702154,191228.31830814993,192831.6124987005
165,354397.21335891256,328494.7562494981,386037.2676773786,323632.2895348945
166,177851.06213794881,180498.32403568475,178642.48377514014,179308.7362114279
167,233383.52596791304,217799.0987845626,234766.77880941538,213368.79223345348
168,198473.618896619,201110.19769101182,199462.01992391102,199657.13248970287
169,183507.9383797838,186221.96884801795,183086.12562003516,186383.06029017305
170,190580.05426339392,193279.62351454637,190358.47524237522,193266.46271850643
171,173623.53741712097,176332.52744374823,173121.3351763189,176696.61192306157
172,186645.74535424737,189331.73204995765,186898.0394124307,188815.50107811735
173,241996.14826795945,229845.77092394547,240867.14387199393,227371.3808524477
174,204000.7289550035,206643.23135866158,204770.09502750897,205315.83903326612
175,226209.44694204285,210055.05869038915,214423.02854517478,215093.81869889604
176,250830.9104104379,236574.75221649752,253937.32165378955,231466.17132168316
177,200924.15076293924,203428.47485536692,201857.5627003601,202352.94022563525
178,193790.2639887711,196456.99898488162,194078.6848918773,195729.36201580835
179,199037.92015778908,201498.38707105478,199445.9306816507,200968.30166437247
180,189174.64218886898,191858.0749681948,189071.12657879485,191865.02567408682
181,193562.48150608383,196228.20515594556,193911.0722326803,195518.29803672165
182,197351.26542091471,199897.067206837,197399.08327850347,199834.66834098034
183,178975.78762973676,181535.5179657231,178955.5665902871,181762.18608432138
184,196057.77826509462,198741.5734753252,196111.1139329226,198248.94058062223
185,176132.7091280413,178783.70812773658,176905.20182988618,177719.53284108388
186,190345.8528090067,193007.5165271187,190838.52732038003,192307.82036922217
187,192889.34856984066,195556.71671737643,193215.49727660074,194785.47555006045
188,188577.78775961156,191236.33733933725,189170.33599842878,190154.8265771807
189,196057.3629886911,198719.07569400035,196594.02353861718,197654.74205868415
190,195083.7651323073,197750.60782994353,195710.39287677605,196718.8710338484
191,184393.92793505747,187054.75467137666,184941.40574492927,186224.52502800967
192,202629.12976490363,205289.0581009225,203212.32965601166,204180.65504869976
193,183934.38545084718,186618.8729918664,184121.74703601914,186217.65331764158
194,202573.4076131246,205242.29505989846,203005.93585769806,204357.18599370104
195,179568.2775553319,182269.3384362202,179521.6258655845,182214.9964654432
196,182928.88346223964,185624.07464434716,182808.83597975218,185347.53948439003
197,194341.96896840274,197033.60275269288,194248.09208624216,196712.36333812034
198,582646.6461340568,564754.3046325287,656212.4194727646,560922.525408715
199,189535.9343156329,192223.38317687414,189508.26747687132,191865.92440688735
