,deterministic_objs,deterministic_time,Surrogate_0_objs,Surrogate_0_times,Surrogate_0_deltas,Surrogate_0_inst,Surrogate_0_acc,Surrogate_1_objs,Surrogate_1_times,Surrogate_1_deltas,Surrogate_1_inst,Surrogate_1_acc,Surrogate_2_objs,Surrogate_2_times,Surrogate_2_deltas,Surrogate_2_inst,Surrogate_2_acc,Surrogate_3_objs,Surrogate_3_times,Surrogate_3_deltas,Surrogate_3_inst,Surrogate_3_acc,Surrogate_4_objs,Surrogate_4_times,Surrogate_4_deltas,Surrogate_4_inst,Surrogate_4_acc
0,233227.43239422824,60.77284026145935,233664.34362112242,0.17408132553100586,-0.0018733269170312019,29.45701136811175,100.2710753133481,235615.93924695533,2.801150321960449,-0.010241105980576759,26.316040056603857,86.09257581944189,233373.62281443278,83.7234365940094,-0.000626814859229049,27.268372759007306,91.05181382407957,234317.0267706436,727.5304799079895,-0.004671810538022834,16.017331094587803,46.39842701666722,206458.51530502678,10800.029096364975,0.1147760227619944,-1,-1
1,192984.58309491584,64.52115416526794,194061.11910614022,0.11580061912536621,-0.005578352394579135,6.58300903504136,17.088289946315175,193112.97895937948,0.46292829513549805,-0.0006653166921654825,6.882153323563111,19.437619311783426,192904.54288567783,31.64657473564148,0.000414749240350685,10.33355173503743,17.47483511045625,194269.14452626288,65.08690643310547,-0.006656290418365989,6.527420170030093,17.252856842503135,-1.0,-1.0,-1.0,-1,-1
2,197330.16814616573,65.86282229423523,196101.0436346088,0.4518768787384033,0.006228771419515032,5.633945239306236,9.70733900220146,195049.93254972398,1.8956501483917236,0.011555433301778483,6.343057198876306,14.299448433843166,195803.02210568095,4.300477981567383,0.007739039878350443,6.986102442055202,13.631254360520483,196652.38260744087,272.549213886261,0.0034347791069777502,5.2496920263752544,13.202755605667548,-1.0,-1.0,-1.0,-1,-1
3,195721.11709288813,63.57350540161133,195411.5661640637,0.11093831062316895,0.0015815918763509027,20.61143563872767,67.95536492629815,195493.73792780674,2.3604471683502197,0.0011617508036880953,9.483919967128854,21.753100558066368,195870.2150858749,5.558366298675537,-0.0007617879726079825,11.13907949922344,24.302803963116215,194973.4229152275,203.0558032989502,0.003820201870735154,12.499014961722493,32.66263186784785,-1.0,-1.0,-1.0,-1,-1
4,204878.0521619155,64.22077226638794,205124.1771852422,0.4252510070800781,-0.0012013244987911496,11.859523816354068,38.756146397018114,204575.6204252218,7.404343366622925,0.0014761548809272948,14.283602063718114,47.608447232091116,206827.48076753825,3.527937412261963,-0.009515068037068804,10.081042349750648,26.351550806983614,203698.42789522832,1169.2503926753998,0.0057576897780876515,9.265222264067889,27.78602764589362,-1.0,-1.0,-1.0,-1,-1
5,195633.50889375393,58.25952649116516,194633.50889375393,1.2375664710998535,-1.0,-1.0,-1.0,195448.59014863573,2.621373176574707,0.0009452304268519784,17.449943586875488,54.89345875835588,195969.23200363456,1.2875254154205322,-0.0017160818296366798,13.765251467472217,36.69116564433072,196164.19558179623,2351.55695104599,-0.0027126574125423126,10.55668682904557,35.93457321574537,-1.0,-1.0,-1.0,-1,-1
6,165125.21419066004,61.66446113586426,163381.40410516036,0.09784960746765137,0.01056053186090779,14.85813262950966,23.99835490603953,163364.83366352937,4.326847076416016,0.0106608826263085,14.348565157358266,22.476468957586963,164239.3572176239,19.844050645828247,0.005364758964147589,14.018793247342357,21.579566905926903,164571.5108187575,659.3742387294769,0.0033532333303333177,12.280537917264978,19.86436720888328,-1.0,-1.0,-1.0,-1,-1
7,198019.36586707173,70.33264541625977,197431.78232681373,0.09550929069519043,0.0029673034134067287,5.4369700913374075,7.689453109335139,197366.00700594278,2.2402095794677734,0.0032994695153580984,7.321150692145514,12.883705506461284,198085.98529097464,35.43237376213074,-0.0003364288316509134,5.6928729683721535,13.414083100825106,197967.61505690886,22.20556950569153,0.0002613421668949416,8.384725507964397,16.244713506631726,-1.0,-1.0,-1.0,-1,-1
8,227925.66604977046,65.8954918384552,227432.61240776163,0.09012746810913086,0.0021632212403019475,18.204700810479725,54.17258354824599,229317.61436707628,0.24470806121826172,-0.006107027529764356,11.83269302575395,34.46529781934919,229247.8658655166,124.4341971874237,-0.005801013280607967,10.51510257015063,26.923727156074907,229633.6845722523,4.906376838684082,-0.007493752468003643,12.134821958523107,32.73976038861561,-1.0,-1.0,-1.0,-1,-1
9,186579.83911198087,60.32091927528381,185639.89581504423,0.5937097072601318,0.005037753818473922,5.619485906998664,8.886999381264152,187728.20956716232,1.9581665992736816,-0.006154847493957982,10.225670736766896,13.530122837453757,185568.2190697125,5.194862365722656,0.0054219150744428,4.516613857821626,11.45267925555277,185268.23999156646,14.514742612838745,0.007029693704619486,4.227839063143708,10.103159298735374,-1.0,-1.0,-1.0,-1,-1
