,node,0,1,2,3,4,5,6,7,8,9,10,ope_cost,co2_budget,co2_price,demand_scaling,ope_node
0,10,13.243258106122449,11.36734693877551,12.806530612244899,20.2499919,4.05,6.317490975,3.6461,0.5,18.51296084,38.712059608979594,19.156104,,28566.735,0.018,-1.15,10.0
1,4,10.0799928,2.0,6.48,20.2499919,4.05,6.671879098469388,66.91140612244898,0.5,28.002756758367347,29.222263690612245,19.156104,,39993.429,0.018,-1.35,4.0
2,3,10.0799928,2.0,9.64326530612245,29.739787818367347,4.05,6.317490975,3.6461,0.5,21.676226146122453,45.038590221224496,31.809165224489796,,42850.1025,0.018,-1.45,3.0
3,5,10.0799928,5.122448979591837,76.07183673469389,32.9030531244898,7.130612244897959,9.50698408622449,3.6461,0.5,18.51296084,13.40593716,19.156104,,37136.7555,0.018,-1.25,5.0
4,3,10.0799928,2.0,22.296326530612248,20.2499919,7.130612244897959,6.317490975,92.21752857142859,0.5,18.51296084,13.40593716,19.156104,,42850.1025,0.018,-1.45,3.0
5,0,12.599991,2.0,7.2,25.66325630612245,4.5,6.6499905,51.28697959183674,0.5,19.4873272,14.1115128,23.32758530612245,,51420.123,0.018,-1.2,0.0
6,6,10.0799928,2.0,6.48,23.413257206122452,4.05,6.317490975,38.44201836734694,9.989795918367347,18.51296084,26.058998384489797,19.156104,,37136.7555,0.018,-1.35,6.0
7,9,10.0799928,2.0,9.64326530612245,20.2499919,4.05,6.671879098469388,3.6461,70.09183673469389,18.51296084,13.40593716,19.156104,,31423.4085,0.018,-1.25,9.0
8,5,10.0799928,20.73469387755102,6.48,20.2499919,4.05,7.2034612836734695,6.80936530612245,66.92857142857143,18.51296084,13.40593716,19.156104,,37136.7555,0.018,-1.25,5.0
9,2,12.599991,2.0,7.2,22.499991,4.5,13.636733142857143,13.327795918367347,2.0816326530612246,43.21181699591837,14.1115128,47.05207510204082,,39993.429,0.018,-1.0,2.0
10,11,10.0799928,2.0,6.48,20.2499919,4.05,6.317490975,6.80936530612245,0.5,46.98234859510204,57.69165144571429,19.156104,,25710.0615,0.018,-1.05,11.0
11,11,19.56978871836735,2.0,6.48,20.2499919,7.130612244897959,12.69647719744898,22.625691836734696,0.5,18.51296084,19.7324677722449,19.156104,,25710.0615,0.018,-1.05,11.0
12,3,10.0799928,2.0,12.806530612244899,36.06631843061225,7.130612244897959,8.62101377755102,19.462426530612245,0.5,18.51296084,13.40593716,19.156104,,42850.1025,0.018,-1.45,3.0
13,1,12.599991,2.0,35.66938775510204,43.06121548979592,4.5,6.6499905,3.838,0.5,19.4873272,14.1115128,48.63370775510204,,45706.776000000005,0.018,-1.1,1.0
14,9,10.0799928,2.0,6.48,23.413257206122452,7.130612244897959,12.69647719744898,3.6461,32.13265306122449,18.51296084,13.40593716,19.156104,,31423.4085,0.018,-1.25,9.0
15,10,10.0799928,2.0,88.72489795918368,20.2499919,4.05,9.684178147959184,3.6461,0.5,18.51296084,16.569202466122448,19.156104,,28566.735,0.018,-1.15,10.0
16,9,10.0799928,2.0,6.48,26.5765225122449,10.211224489795917,6.317490975,3.6461,0.5,18.51296084,13.40593716,19.156104,,31423.4085,0.018,-1.25,9.0
17,10,32.222849942857145,2.0,22.296326530612248,32.9030531244898,4.05,8.62101377755102,41.60528367346939,0.5,18.51296084,13.40593716,19.156104,,28566.735,0.018,-1.15,10.0
18,3,63.85550300408163,2.0,6.48,29.739787818367347,7.130612244897959,7.912237530612245,6.80936530612245,0.5,21.676226146122453,29.222263690612245,19.156104,,42850.1025,0.018,-1.45,3.0
19,9,10.0799928,2.0,6.48,20.2499919,4.05,6.317490975,3.6461,54.275510204081634,18.51296084,13.40593716,88.74794073469388,,31423.4085,0.018,-1.25,9.0
20,4,10.0799928,2.0,6.48,105.65815516530613,4.05,7.735043468877551,3.6461,9.989795918367347,24.8394914522449,32.38552899673469,19.156104,,39993.429,0.018,-1.35,4.0
21,8,13.243258106122449,2.0,19.133061224489797,20.2499919,4.05,10.570148456632653,41.60528367346939,0.5,50.14561390122449,13.40593716,19.156104,,31423.4085,0.018,-1.15,8.0
22,10,10.0799928,2.0,15.969795918367348,20.2499919,4.05,6.317490975,3.6461,0.5,21.676226146122453,13.40593716,19.156104,,28566.735,0.018,-1.15,10.0
23,10,123.95754382040816,2.0,6.48,20.2499919,4.05,6.317490975,3.6461,0.5,18.51296084,19.7324677722449,22.319369306122447,,28566.735,0.018,-1.15,10.0
24,7,10.0799928,2.0,6.48,20.2499919,16.372448979591837,7.557849407142857,3.6461,3.663265306122449,65.96194043183674,86.16103920081633,19.156104,,34280.082,0.018,-1.25,7.0
25,5,10.0799928,2.0,6.48,20.2499919,124.1938775510204,6.317490975,3.6461,0.5,18.51296084,13.40593716,22.319369306122447,,37136.7555,0.018,-1.25,5.0
26,4,10.0799928,5.122448979591837,91.88816326530613,48.719379655102045,10.211224489795917,6.494685036734694,3.6461,32.13265306122449,18.51296084,13.40593716,19.156104,,39993.429,0.018,-1.35,4.0
27,5,16.406523412244898,2.0,6.48,20.2499919,4.05,7.912237530612245,3.6461,0.5,65.96194043183674,76.67124328244898,22.319369306122447,,37136.7555,0.018,-1.25,5.0
28,10,10.0799928,2.0,12.806530612244899,23.413257206122452,7.130612244897959,9.861372209693878,3.6461,0.5,75.45173635020409,13.40593716,19.156104,,28566.735,0.018,-1.15,10.0
29,7,10.0799928,8.244897959183675,6.48,20.2499919,4.05,6.317490975,3.6461,0.5,72.28847104408163,13.40593716,66.60508359183675,,34280.082,0.018,-1.25,7.0
30,9,22.733054024489796,48.83673469387755,69.74530612244898,26.5765225122449,4.05,6.849073160204082,3.6461,0.5,21.676226146122453,13.40593716,25.482634612244897,,31423.4085,0.018,-1.25,9.0
31,3,10.0799928,2.0,25.459591836734695,20.2499919,13.291836734693877,6.494685036734694,3.6461,0.5,18.51296084,13.40593716,19.156104,,42850.1025,0.018,-1.45,3.0
32,4,10.0799928,2.0,25.459591836734695,20.2499919,13.291836734693877,9.152595962755102,3.6461,0.5,18.51296084,38.712059608979594,22.319369306122447,,39993.429,0.018,-1.35,4.0
33,7,10.0799928,105.04081632653062,6.48,29.739787818367347,4.05,7.380655345408163,3.6461,0.5,28.002756758367347,13.40593716,19.156104,,34280.082,0.018,-1.25,7.0
34,9,10.0799928,2.0,19.133061224489797,20.2499919,4.05,6.317490975,3.6461,0.5,18.51296084,13.40593716,98.23773665306123,,31423.4085,0.018,-1.25,9.0
35,6,10.0799928,2.0,79.23510204081633,20.2499919,4.05,7.735043468877551,3.6461,0.5,18.51296084,13.40593716,19.156104,,37136.7555,0.018,-1.35,6.0
36,4,10.0799928,2.0,6.48,20.2499919,16.372448979591837,6.317490975,70.07467142857143,3.663265306122449,34.32928737061225,13.40593716,28.64589991836735,,39993.429,0.018,-1.35,4.0
37,9,16.406523412244898,2.0,22.296326530612248,20.2499919,4.05,13.936835629591837,3.6461,3.663265306122449,18.51296084,13.40593716,28.64589991836735,,31423.4085,0.018,-1.25,9.0
38,6,101.81468667755102,2.0,6.48,20.2499919,4.05,6.317490975,3.6461,0.5,18.51296084,13.40593716,19.156104,,37136.7555,0.018,-1.35,6.0
39,7,10.0799928,5.122448979591837,6.48,20.2499919,4.05,7.735043468877551,3.6461,0.5,18.51296084,13.40593716,104.56426726530613,,34280.082,0.018,-1.25,7.0
40,0,18.926521612244898,2.0,7.2,22.499991,4.5,7.1612155714285715,3.838,2.0816326530612246,32.1403884244898,14.1115128,20.16432,,51420.123,0.018,-1.2,0.0
41,4,10.0799928,2.0,19.133061224489797,20.2499919,28.694897959183674,13.582447506122449,3.6461,101.72448979591837,24.8394914522449,13.40593716,19.156104,,39993.429,0.018,-1.35,4.0
42,0,12.599991,2.0,7.2,22.499991,4.5,6.6499905,8.582897959183674,8.408163265306122,44.79344964897959,14.1115128,20.16432,,51420.123,0.018,-1.2,0.0
43,11,13.243258106122449,5.122448979591837,6.48,20.2499919,10.211224489795917,6.494685036734694,3.6461,9.989795918367347,18.51296084,19.7324677722449,19.156104,,25710.0615,0.018,-1.05,11.0
44,7,10.0799928,2.0,9.64326530612245,39.229583736734696,4.05,13.936835629591837,3.6461,0.5,18.51296084,26.058998384489797,19.156104,,34280.082,0.018,-1.25,7.0
45,4,10.0799928,2.0,19.133061224489797,51.88264496122449,10.211224489795917,6.317490975,3.6461,6.826530612244898,21.676226146122453,13.40593716,19.156104,,39993.429,0.018,-1.35,4.0
46,8,10.0799928,2.0,12.806530612244899,20.2499919,10.211224489795917,6.317490975,6.80936530612245,0.5,28.002756758367347,16.569202466122448,19.156104,,31423.4085,0.018,-1.15,8.0
47,0,12.599991,68.42857142857143,7.2,24.081623653061225,6.081632653061225,6.6499905,3.838,0.5,19.4873272,14.1115128,28.072483265306122,,51420.123,0.018,-1.2,0.0
48,9,10.0799928,2.0,6.48,20.2499919,4.05,6.317490975,3.6461,92.23469387755102,18.51296084,13.40593716,19.156104,,31423.4085,0.018,-1.25,9.0
49,10,10.0799928,17.612244897959187,44.43918367346939,20.2499919,4.05,7.2034612836734695,3.6461,0.5,21.676226146122453,13.40593716,19.156104,,28566.735,0.018,-1.15,10.0
50,11,10.0799928,2.0,6.48,20.2499919,4.05,6.317490975,95.38079387755103,0.5,18.51296084,13.40593716,19.156104,,25710.0615,0.018,-1.05,11.0
51,7,10.0799928,2.0,34.94938775510204,20.2499919,4.05,8.443819715816327,9.972630612244899,3.663265306122449,18.51296084,13.40593716,133.03365502040816,,34280.082,0.018,-1.25,7.0
52,6,10.0799928,2.0,6.48,20.2499919,16.372448979591837,6.317490975,9.972630612244899,0.5,18.51296084,13.40593716,91.91120604081632,,37136.7555,0.018,-1.35,6.0
53,2,12.599991,22.56122448979592,8.781632653061225,22.499991,4.5,11.932649571428572,3.838,3.663265306122449,22.65059250612245,48.90743116734694,20.16432,,39993.429,0.018,-1.0,2.0
54,1,18.926521612244898,2.0,13.526530612244898,22.499991,4.5,7.1612155714285715,8.582897959183674,27.387755102040817,43.21181699591837,14.1115128,20.16432,,45706.776000000005,0.018,-1.1,1.0
55,10,10.0799928,105.04081632653062,6.48,23.413257206122452,28.694897959183674,7.026267221938776,6.80936530612245,3.663265306122449,31.1660220644898,13.40593716,22.319369306122447,,28566.735,0.018,-1.15,10.0
56,5,10.0799928,2.0,9.64326530612245,20.2499919,59.501020408163264,13.228059382653061,3.6461,0.5,18.51296084,22.89573307836735,19.156104,,37136.7555,0.018,-1.25,5.0
